path,breed
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_31.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_32.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_33.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_34.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_36.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_37.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_4.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_40.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_43.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_44.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_45.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_46.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_47.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_48.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_49.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_5.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_50.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_51.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_52.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_54.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_55.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_56.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_57.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_58.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_6.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_60.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_61.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_62.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_63.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_65.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_66.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_67.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_68.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_69.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_7.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_70.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_71.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_72.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_73.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_74.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_75.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_76.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_77.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_78.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_79.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_8.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_80.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_81.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_82.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_83.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_84.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_85.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_86.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_87.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_88.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_89.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_9.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_90.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_91.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_92.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_93.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_94.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_95.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_96.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_97.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_98.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_99.jpg,Abyssinian
/raid/hjy/my_cat_dataset/American Shorthair/ia_10001.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10002.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10003.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10004.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10005.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10006.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10007.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10008.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10009.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10010.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10011.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10012.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10013.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10014.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10015.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10016.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10017.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10018.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10019.jpeg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10020.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10021.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10022.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10023.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10024.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10025.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10026.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10027.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10028.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10029.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10030.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10031.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10032.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10033.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10034.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10035.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10036.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10037.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10038.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10039.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10040.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10041.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10042.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10043.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10044.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10045.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10046.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10047.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10048.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10049.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10050.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10051.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10052.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10053.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10054.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10055.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10056.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10057.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10058.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10059.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10060.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10061.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10062.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10063.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10064.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10065.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10066.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10067.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10068.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10069.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10070.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10071.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10072.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10073.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10074.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10075.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10076.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10077.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10078.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10079.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10080.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10081.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10082.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10083.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10084.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10085.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10086.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10087.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10088.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10089.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10090.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10091.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10092.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10093.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10094.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10095.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10096.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10097.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10098.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10099.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10100.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10101.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10102.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10103.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10104.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10105.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10106.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10107.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10108.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10109.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10110.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10111.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10112.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10113.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10114.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10115.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10116.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10117.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10118.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10119.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10120.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10121.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10122.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10123.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10124.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10125.jpg,American Shorthair
/raid/hjy/my_cat_dataset/American Shorthair/ia_10126.jpg,American Shorthair
